,Адрес,Количество комнат,Площадь,Этаж,Срок экспозиции,Начальная цена,Начальная цена за 1 метр,Цена при снятии,Цена при снятии за 1 метр,Опубликовано,Дата снятия
0,test,test,test ,test, test  ,test,test,test,test,test,test
4116,"г. Зеленоград, к. 1001 ",1 ,"42,4 ",6 , 67  ,4800000 ,113208 ,4800000 ,113208 ,11.10.2016 ,16.12.2016 
4117,"г. Зеленоград, к. 1001 ",2 ,50 ,17 , 63  ,7500000 ,150000 ,7500000 ,150000 ,10.10.2016 ,11.12.2016 
4118,"г. Зеленоград, к. 1001 ",2 ,53 ,6 , 549  ,7000000 ,132076 ,6700000 ,126416 ,28.03.2015 ,26.09.2016 
4119,"г. Зеленоград, к. 1001 ",3 ,66 ,18 , 163  ,8700000 ,131819 ,7800000 ,118182 ,05.10.2015 ,15.03.2016 
4120,"г. Зеленоград, к. 1001 ",3 ,69 ,18 , 92  ,8700000 ,126087 ,8500000 ,123189 ,06.10.2015 ,05.01.2016 
4121,"г. Зеленоград, к. 1001 ",1 ,38 ,20 , 77  ,5550000 ,146053 ,5550000 ,146053 ,27.11.2014 ,11.02.2015 
4122,"г. Зеленоград, к. 1001 ",3 ,68 ,6 , 38  ,10150000 ,149265 ,10150000 ,149265 ,27.11.2014 ,03.01.2015 
4123,"г. Зеленоград, к. 1001 ",1 ,46 ,6 , 30  ,5600000 ,121740 ,5600000 ,121740 ,27.11.2014 ,26.12.2014 
4124,"г. Зеленоград, к. 1001 ",1 ,45 ,2 , 20  ,3500000 ,77778 ,3500000 ,77778 ,28.11.2014 ,17.12.2014 
4125,"г. Зеленоград, к. 1002 ",2 ,"49,8 ",18 , 165  ,5330000 ,106990 ,4800000 ,96291 ,08.02.2019 ,22.07.2019 
4126,"г. Зеленоград, к. 1002 ",1 ,"49,8 ",19 , 15  ,5430000 ,108998 ,5430000 ,108998 ,05.04.2019 ,19.04.2019 
4127,"г. Зеленоград, к. 1002 ",1 ,"37,1 ",4 , 101  ,5320000 ,143397 ,4820000 ,129920 ,03.10.2018 ,11.01.2019 
4128,"г. Зеленоград, к. 1002 ",1 ,42 ,14 , 86  ,5100000 ,121429 ,5100000 ,121429 ,20.02.2018 ,16.05.2018 
4129,"г. Зеленоград, к. 1002 ",2 ,52 ,11 , 172  ,5550000 ,106731 ,5550000 ,106731 ,16.11.2017 ,06.05.2018 
4130,"г. Зеленоград, к. 1002 ",2 ,52 ,19 , 182  ,6000000 ,115385 ,5800000 ,111539 ,24.08.2017 ,21.02.2018 
4131,"г. Зеленоград, к. 1002 ",2 ,56 ,15 , 172  ,5800000 ,103572 ,5700000 ,101786 ,21.08.2017 ,08.02.2018 
4132,"г. Зеленоград, к. 1002 ",1 ,43 ,19 , 133  ,4000000 ,93024 ,4000000 ,93024 ,28.09.2017 ,07.02.2018 
4133,"г. Зеленоград, к. 1002 ",1 ,43 ,5 , 39  ,4700000 ,109303 ,4700000 ,109303 ,16.12.2017 ,23.01.2018 
4134,"г. Зеленоград, к. 1002 ",2 ,50 ,2 , 232  ,6550000 ,131000 ,6550000 ,131000 ,14.08.2015 ,01.04.2016 
4135,"г. Зеленоград, к. 1002 ",2 ,52 ,10 , 90  ,6500000 ,125000 ,6400000 ,123077 ,18.09.2015 ,16.12.2015 
4136,"г. Зеленоград, к. 1002 ",2 ,52 ,6 , 45  ,7050000 ,135577 ,7050000 ,135577 ,23.07.2015 ,05.09.2015 
4137,"г. Зеленоград, к. 1002 ",1 ,"40,4 ",17 , 121  ,5200000 ,128713 ,5200000 ,128713 ,17.04.2015 ,15.08.2015 
4138,"г. Зеленоград, к. 1002 ",2 ,50 ,5 , 13  ,7000000 ,140000 ,7000000 ,140000 ,25.04.2015 ,07.05.2015 
4139,"г. Зеленоград, к. 1003 ",1 ,"41,6 ",14 , 4  ,5900000 ,141827 ,5900000 ,141827 ,28.07.2020 ,В продаже 
4140,"г. Зеленоград, к. 1003 ",3 ,73 ,17 , 108  ,12500000 ,171233 ,12000000 ,164384 ,15.04.2020 ,В продаже 
4141,"г. Зеленоград, к. 1003 ",2 ,59 ,5 , 197  ,8650000 ,146611 ,8650000 ,146611 ,24.08.2019 ,07.03.2020 
4142,"г. Зеленоград, к. 1003 ",1 ,"35,4 ",20 , 974  ,4280000 ,120904 ,3900000 ,110170 ,04.05.2017 ,02.01.2020 
4143,"г. Зеленоград, к. 1003 ",2 ,57 ,10 , 1417  ,7100000 ,124562 ,7100000 ,124562 ,16.02.2016 ,02.01.2020 
4144,"г. Зеленоград, к. 1003 ",2 ,58 ,20 , 16  ,7350000 ,126725 ,7350000 ,126725 ,28.10.2019 ,12.11.2019 
4145,"г. Зеленоград, к. 1003 ",2 ,57 ,13 , 37  ,6900000 ,121053 ,6800000 ,119299 ,15.07.2019 ,20.08.2019 
4146,"г. Зеленоград, к. 1003 ",1 ,"41,8 ",22 , 15  ,5100000 ,122010 ,5100000 ,122010 ,29.10.2018 ,12.11.2018 
4147,"г. Зеленоград, к. 1003 ",1 ,40 ,7 , 566  ,5200000 ,130000 ,5500000 ,137500 ,22.04.2017 ,08.11.2018 
4148,"г. Зеленоград, к. 1003 ",1 ,42 ,13 , 1124  ,4300000 ,102381 ,4600000 ,109524 ,17.08.2015 ,13.09.2018 
4149,"г. Зеленоград, к. 1003 ",1 ,43 ,14 , 77  ,4690000 ,109070 ,4650000 ,108140 ,03.03.2018 ,18.05.2018 
4150,"г. Зеленоград, к. 1003 ",1 ,"35,4 ",1 , 50  ,4000000 ,112995 ,4000000 ,112995 ,01.03.2018 ,19.04.2018 
4151,"г. Зеленоград, к. 1003 ",1 ,46 ,2 , 43  ,5000000 ,108696 ,5000000 ,108696 ,13.02.2018 ,27.03.2018 
4152,"г. Зеленоград, к. 1003 ",2 ,54 ,9 , 92  ,6190000 ,114630 ,5790000 ,107223 ,09.11.2017 ,08.02.2018 
4153,"г. Зеленоград, к. 1003 ",2 ,52 ,14 , 172  ,5800000 ,111539 ,5650000 ,108654 ,21.08.2017 ,08.02.2018 
4154,"г. Зеленоград, к. 1003 ",2 ,"52,3 ",15 , 205  ,6000000 ,114723 ,5800000 ,110899 ,19.07.2017 ,08.02.2018 
4155,"г. Зеленоград, к. 1003 ",1 ,39 ,20 , 203  ,4000000 ,102565 ,3900000 ,100000 ,20.07.2017 ,07.02.2018 
4156,"г. Зеленоград, к. 1003 ",1 ,43 ,2 , 455  ,4800000 ,111628 ,4400000 ,102326 ,10.11.2016 ,07.02.2018 
4157,"г. Зеленоград, к. 1003 ",2 ,"53,7 ",7 , 52  ,6000000 ,111732 ,6000000 ,111732 ,03.12.2017 ,23.01.2018 
4158,"г. Зеленоград, к. 1003 ",2 ,56 ,8 , 109  ,6500000 ,116072 ,6500000 ,116072 ,07.08.2017 ,23.11.2017 
4159,"г. Зеленоград, к. 1003 ",1 ,46 ,13 , 14  ,5500000 ,119566 ,5500000 ,119566 ,04.11.2017 ,17.11.2017 
4160,"г. Зеленоград, к. 1003 ",2 ,52 ,20 , 54  ,6250000 ,120193 ,5990000 ,115193 ,09.09.2017 ,01.11.2017 
4161,"г. Зеленоград, к. 1003 ",1 ,"35,4 ",2 , 36  ,3920000 ,110735 ,3900000 ,110170 ,20.07.2017 ,24.08.2017 
4162,"г. Зеленоград, к. 1003 ",1 ,43 ,1 , 189  ,4900000 ,113954 ,4500000 ,104652 ,27.07.2016 ,31.01.2017 
4163,"г. Зеленоград, к. 1003 ",1 ,36 ,10 , 62  ,4300000 ,119445 ,4150000 ,115278 ,07.07.2016 ,06.09.2016 
4164,"г. Зеленоград, к. 1003 ",1 ,48 ,9 , 46  ,5200000 ,108334 ,5200000 ,108334 ,14.11.2015 ,29.12.2015 
4165,"г. Зеленоград, к. 1003 ",1 ,42 ,9 , 19  ,5250000 ,125000 ,5000000 ,119048 ,17.11.2015 ,05.12.2015 
4166,"г. Зеленоград, к. 1003 ",1 ,45 ,9 , 58  ,5400000 ,120000 ,5000000 ,111112 ,08.10.2015 ,04.12.2015 
4167,"г. Зеленоград, к. 1003 ",1 ,"42,2 ",13 , 88  ,5600000 ,132702 ,5400000 ,127963 ,24.08.2015 ,19.11.2015 
4168,"г. Зеленоград, к. 1003 ",1 ,36 ,6 , 168  ,5600000 ,155556 ,5550000 ,154167 ,11.04.2015 ,25.09.2015 
4169,"г. Зеленоград, к. 1003 ",1 ,36 ,8 , 187  ,5500000 ,152778 ,5550000 ,154167 ,23.03.2015 ,25.09.2015 
4170,"г. Зеленоград, к. 1003 ",1 ,48 ,7 , 41  ,5800000 ,120834 ,5800000 ,120834 ,14.08.2015 ,23.09.2015 
4171,"г. Зеленоград, к. 1003 ",1 ,40 ,8 , 152  ,5600000 ,140000 ,5550000 ,138750 ,14.04.2015 ,12.09.2015 
4172,"г. Зеленоград, к. 1003 ",2 ,52 ,14 , 42  ,6700000 ,128847 ,6700000 ,128847 ,16.07.2015 ,26.08.2015 
4173,"г. Зеленоград, к. 1003 ",2 ,50 ,14 , 53  ,6300000 ,126000 ,6300000 ,126000 ,24.06.2015 ,15.08.2015 
4174,"г. Зеленоград, к. 1003 ",1 ,54 ,7 , 32  ,7500000 ,138889 ,7600000 ,140741 ,26.01.2015 ,26.02.2015 
4175,"г. Зеленоград, к. 1003 ",3 ,65 ,13 , 17  ,9050000 ,139231 ,9050000 ,139231 ,27.11.2014 ,13.12.2014 
4176,"г. Зеленоград, к. 1003 ",3 ,67 ,13 , 15  ,9150000 ,136568 ,9150000 ,136568 ,27.11.2014 ,11.12.2014 
4177,"г. Зеленоград, к. 1003 ",3 ,73 ,13 , 11  ,8800000 ,120548 ,8800000 ,120548 ,27.11.2014 ,07.12.2014 
4178,"г. Зеленоград, к. 1004 ",2 ,"52,2 ",3 , 181  ,6800000 ,130269 ,7000000 ,134100 ,13.09.2019 ,11.03.2020 
4179,"г. Зеленоград, к. 1004 ",2 ,"53,5 ",9 , 29  ,7400000 ,138318 ,7250000 ,135515 ,09.10.2019 ,06.11.2019 
4180,"г. Зеленоград, к. 1004 ",2 ,53 ,6 , 121  ,6800000 ,128302 ,6800000 ,128302 ,21.06.2019 ,19.10.2019 
4181,"г. Зеленоград, к. 1004 ",2 ,"52,4 ",8 , 208  ,6100000 ,116413 ,6100000 ,116413 ,14.03.2016 ,07.10.2016 
4182,"г. Зеленоград, к. 1004 ",1 ,40 ,2 , 368  ,5000000 ,125000 ,4750000 ,118750 ,14.08.2015 ,15.08.2016 
4183,"г. Зеленоград, к. 1004 ",2 ,69 ,8 , 300  ,6980000 ,101160 ,6980000 ,101160 ,23.08.2015 ,17.06.2016 
4184,"г. Зеленоград, к. 1004 ",2 ,52 ,11 , 261  ,6500000 ,125000 ,6500000 ,125000 ,23.09.2015 ,09.06.2016 
4185,"г. Зеленоград, к. 1004 ",2 ,52 ,4 , 409  ,8200000 ,157693 ,6100000 ,117308 ,17.02.2015 ,31.03.2016 
4186,"г. Зеленоград, к. 1004 ",1 ,"38,9 ",3 , 156  ,5200000 ,133677 ,4650000 ,119538 ,10.06.2015 ,12.11.2015 
4187,"г. Зеленоград, к. 1004 ",2 ,54 ,5 , 66  ,5900000 ,109260 ,6750000 ,125000 ,16.06.2015 ,20.08.2015 
4188,"г. Зеленоград, к. 1004 ",3 ,62 ,3 , 153  ,8300000 ,133871 ,8100000 ,130646 ,10.02.2015 ,12.07.2015 
4189,"г. Зеленоград, к. 1004 ",2 ,52 ,4 , 79  ,7100000 ,136539 ,7100000 ,136539 ,19.02.2015 ,08.05.2015 
4190,"г. Зеленоград, к. 1004 ",4 ,89 ,2 , 104  ,12000000 ,134832 ,12000000 ,134832 ,27.11.2014 ,10.03.2015 
4191,"г. Зеленоград, к. 1005 ",2 ,54 ,15 , 26  ,7200000 ,133334 ,7200000 ,133334 ,08.05.2020 ,02.06.2020 
4192,"г. Зеленоград, к. 1005 ",1 ,42 ,16 , 34  ,5350000 ,127381 ,5350000 ,127381 ,15.03.2020 ,17.04.2020 
4193,"г. Зеленоград, к. 1005 ",1 ,"36,9 ",2 , 121  ,5100000 ,138212 ,5100000 ,138212 ,07.12.2019 ,05.04.2020 
4194,"г. Зеленоград, к. 1005 ",2 ,"53,7 ",14 , 71  ,7500000 ,139665 ,7300000 ,135941 ,03.12.2019 ,11.02.2020 
4195,"г. Зеленоград, к. 1005 ",2 ,59 ,15 , 716  ,5300000 ,89831 ,5300000 ,89831 ,17.01.2018 ,02.01.2020 
4196,"г. Зеленоград, к. 1005 ",1 ,"42,6 ",13 , 131  ,5500000 ,129108 ,5600000 ,131456 ,22.05.2019 ,29.09.2019 
4197,"г. Зеленоград, к. 1005 ",1 ,39 ,14 , 5  ,5200000 ,133308 ,5200000 ,133308 ,12.04.2019 ,16.04.2019 
4198,"г. Зеленоград, к. 1005 ",1 ,36 ,6 , 5  ,4600000 ,127778 ,4600000 ,127778 ,24.10.2018 ,28.10.2018 
4199,"г. Зеленоград, к. 1005 ",2 ,54 ,13 , 47  ,6450000 ,119445 ,6450000 ,119445 ,30.08.2018 ,15.10.2018 
4200,"г. Зеленоград, к. 1005 ",1 ,40 ,21 , 133  ,4500000 ,112500 ,4500000 ,112500 ,17.03.2018 ,27.07.2018 
4201,"г. Зеленоград, к. 1005 ",1 ,"35,7 ",9 , 70  ,4700000 ,131653 ,4300000 ,120449 ,24.04.2018 ,02.07.2018 
4202,"г. Зеленоград, к. 1005 ",2 ,"49,8 ",9 , 31  ,6200000 ,124498 ,6200000 ,124498 ,03.05.2018 ,02.06.2018 
4203,"г. Зеленоград, к. 1005 ",2 ,54 ,6 , 111  ,6500000 ,120371 ,6400000 ,118519 ,02.02.2018 ,23.05.2018 
4204,"г. Зеленоград, к. 1005 ",3 ,"66,5 ",1 , 253  ,8500000 ,127820 ,7500000 ,112782 ,19.07.2017 ,28.03.2018 
4205,"г. Зеленоград, к. 1005 ",1 ,43 ,13 , 1094  ,8500000 ,197675 ,4750000 ,110466 ,26.03.2015 ,23.03.2018 
4206,"г. Зеленоград, к. 1005 ",2 ,53 ,21 , 57  ,6000000 ,113208 ,6150000 ,116038 ,18.01.2018 ,15.03.2018 
4207,"г. Зеленоград, к. 1005 ",2 ,"49,9 ",15 , 27  ,5500000 ,110221 ,5500000 ,110221 ,09.02.2018 ,07.03.2018 
4208,"г. Зеленоград, к. 1005 ",2 ,"49,9 ",14 , 14  ,5500000 ,110221 ,5500000 ,110221 ,08.02.2018 ,21.02.2018 
4209,"г. Зеленоград, к. 1005 ",1 ,46 ,9 , 50  ,5000000 ,108696 ,5000000 ,108696 ,30.12.2017 ,17.02.2018 
4210,"г. Зеленоград, к. 1005 ",1 ,36 ,21 , 94  ,4450000 ,123612 ,4350000 ,120834 ,06.11.2017 ,07.02.2018 
4211,"г. Зеленоград, к. 1005 ",1 ,"35,6 ",4 , 153  ,4150000 ,116574 ,4150000 ,116574 ,08.09.2017 ,07.02.2018 
4212,"г. Зеленоград, к. 1005 ",1 ,39 ,14 , 203  ,4300000 ,110257 ,4300000 ,110257 ,20.07.2017 ,07.02.2018 
4213,"г. Зеленоград, к. 1005 ",2 ,58 ,9 , 31  ,6300000 ,108621 ,6300000 ,108621 ,04.01.2018 ,03.02.2018 
4214,"г. Зеленоград, к. 1005 ",1 ,"35,4 ",14 , 110  ,4400000 ,124294 ,4250000 ,120057 ,16.10.2017 ,02.02.2018 
4215,"г. Зеленоград, к. 1005 ",1 ,39 ,4 , 91  ,4200000 ,107693 ,4100000 ,105129 ,11.07.2017 ,09.10.2017 
4216,"г. Зеленоград, к. 1005 ",1 ,38 ,21 , 47  ,4400000 ,115790 ,4300000 ,113158 ,27.07.2017 ,11.09.2017 
4217,"г. Зеленоград, к. 1005 ",1 ,39 ,10 , 54  ,4850000 ,124359 ,4850000 ,124359 ,30.06.2016 ,22.08.2016 
4218,"г. Зеленоград, к. 1005 ",3 ,"66,5 ",2 , 235  ,8900000 ,133835 ,7800000 ,117294 ,03.11.2015 ,24.06.2016 
4219,"г. Зеленоград, к. 1005 ",2 ,52 ,3 , 203  ,6100000 ,117308 ,6100000 ,117308 ,18.06.2015 ,06.01.2016 
4220,"г. Зеленоград, к. 1005 ",2 ,"52,2 ",1 , 59  ,5900000 ,113027 ,5800000 ,111112 ,10.07.2015 ,06.09.2015 
4221,"г. Зеленоград, к. 1005 ",2 ,58 ,20 , 173  ,8200000 ,141380 ,8200000 ,141380 ,12.02.2015 ,03.08.2015 
4222,"г. Зеленоград, к. 1005 ",2 ,52 ,7 , 15  ,6500000 ,125000 ,6500000 ,125000 ,10.07.2015 ,24.07.2015 
4223,"г. Зеленоград, к. 1005 ",1 ,46 ,15 , 182  ,6000000 ,130435 ,6400000 ,139131 ,22.01.2015 ,22.07.2015 
4224,"г. Зеленоград, к. 1005 ",2 ,54 ,8 , 20  ,7800000 ,144445 ,7800000 ,144445 ,16.05.2015 ,04.06.2015 
4225,"г. Зеленоград, к. 1005 ",2 ,50 ,1 , 104  ,7200000 ,144000 ,7200000 ,144000 ,31.01.2015 ,14.05.2015 
4226,"г. Зеленоград, к. 1005 ",2 ,54 ,1 , 35  ,7950000 ,147223 ,7950000 ,147223 ,14.03.2015 ,17.04.2015 
4227,"г. Зеленоград, к. 1005 ",3 ,70 ,8 , 75  ,9000000 ,128572 ,9300000 ,132858 ,27.11.2014 ,09.02.2015 
4228,"г. Зеленоград, к. 1005 ",1 ,"45,9 ",9 , 29  ,6000000 ,130719 ,6000000 ,130719 ,19.12.2014 ,16.01.2015 
4229,"г. Зеленоград, к. 1006 ",1 ,45 ,13 , 8  ,5500000 ,122223 ,5500000 ,122223 ,09.01.2020 ,16.01.2020 
4230,"г. Зеленоград, к. 1006 ",1 ,42 ,1 , 140  ,5250000 ,125000 ,5250000 ,125000 ,30.08.2019 ,16.01.2020 
4231,"г. Зеленоград, к. 1006 ",2 ,"54,1 ",7 , 674  ,6000000 ,110906 ,5900000 ,109058 ,28.02.2018 ,02.01.2020 
4232,"г. Зеленоград, к. 1006 ",2 ,"52,7 ",19 , 122  ,7000000 ,132828 ,6900000 ,130930 ,26.06.2019 ,25.10.2019 
4233,"г. Зеленоград, к. 1006 ",1 ,36 ,3 , 53  ,5450000 ,151389 ,5450000 ,151389 ,30.08.2019 ,21.10.2019 
4234,"г. Зеленоград, к. 1006 ",1 ,41 ,10 , 85  ,5100000 ,124391 ,5000000 ,121952 ,20.04.2019 ,13.07.2019 
4235,"г. Зеленоград, к. 1006 ",2 ,56 ,2 , 102  ,7300000 ,130358 ,7300000 ,130358 ,07.02.2019 ,19.05.2019 
4236,"г. Зеленоград, к. 1006 ",1 ,42 ,3 , 6  ,4700000 ,111905 ,4700000 ,111905 ,21.11.2018 ,26.11.2018 
4237,"г. Зеленоград, к. 1006 ",2 ,49 ,9 , 22  ,5650000 ,115307 ,6150000 ,125511 ,23.10.2018 ,13.11.2018 
4238,"г. Зеленоград, к. 1006 ",2 ,53 ,4 , 29  ,6200000 ,116982 ,5950000 ,112265 ,09.10.2018 ,06.11.2018 
4239,"г. Зеленоград, к. 1006 ",1 ,38 ,6 , 1106  ,9000000 ,236843 ,5500000 ,144737 ,14.10.2015 ,23.10.2018 
4240,"г. Зеленоград, к. 1006 ",1 ,36 ,5 , 14  ,5100000 ,141667 ,5100000 ,141667 ,24.08.2018 ,06.09.2018 
4241,"г. Зеленоград, к. 1006 ",1 ,43 ,16 , 80  ,5400000 ,125582 ,4950000 ,115117 ,22.05.2018 ,09.08.2018 
4242,"г. Зеленоград, к. 1006 ",1 ,42 ,12 , 679  ,5200000 ,123810 ,4600000 ,109524 ,29.09.2016 ,08.08.2018 
4243,"г. Зеленоград, к. 1006 ",1 ,36 ,6 , 123  ,5000000 ,138889 ,4850000 ,134723 ,20.03.2018 ,20.07.2018 
4244,"г. Зеленоград, к. 1006 ",2 ,57 ,7 , 70  ,5900000 ,103509 ,6000000 ,105264 ,11.05.2018 ,19.07.2018 
4245,"г. Зеленоград, к. 1006 ",1 ,46 ,16 , 7  ,5150000 ,111957 ,5150000 ,111957 ,06.07.2018 ,12.07.2018 
4246,"г. Зеленоград, к. 1006 ",2 ,54 ,1 , 61  ,7000000 ,129630 ,6400000 ,118519 ,11.05.2018 ,10.07.2018 
4247,"г. Зеленоград, к. 1006 ",3 ,67 ,5 , 40  ,7000000 ,104478 ,7000000 ,104478 ,16.02.2018 ,27.03.2018 
4248,"г. Зеленоград, к. 1006 ",1 ,39 ,3 , 8  ,4850000 ,124359 ,4850000 ,124359 ,19.03.2018 ,26.03.2018 
4249,"г. Зеленоград, к. 1006 ",2 ,57 ,21 , 189  ,6500000 ,114036 ,6100000 ,107018 ,01.09.2017 ,08.03.2018 
4250,"г. Зеленоград, к. 1006 ",1 ,"41,7 ",14 , 126  ,4500000 ,107914 ,4300000 ,103118 ,05.10.2017 ,07.02.2018 
4251,"г. Зеленоград, к. 1006 ",1 ,40 ,13 , 203  ,4200000 ,105000 ,4200000 ,105000 ,20.07.2017 ,07.02.2018 
4252,"г. Зеленоград, к. 1006 ",1 ,45 ,14 , 85  ,4500000 ,100000 ,4300000 ,95556 ,02.10.2017 ,25.12.2017 
4253,"г. Зеленоград, к. 1006 ",1 ,36 ,8 , 31  ,4150000 ,115278 ,4150000 ,115278 ,07.08.2017 ,06.09.2017 
4254,"г. Зеленоград, к. 1006 ",1 ,47 ,21 , 22  ,4300000 ,91490 ,4100000 ,87235 ,19.07.2017 ,09.08.2017 
4255,"г. Зеленоград, к. 1006 ",1 ,42 ,5 , 25  ,4700000 ,111905 ,4600000 ,109524 ,23.02.2017 ,19.03.2017 
4256,"г. Зеленоград, к. 1006 ",1 ,42 ,18 , 355  ,6150000 ,146429 ,5700000 ,135715 ,09.03.2016 ,26.02.2017 
4257,"г. Зеленоград, к. 1006 ",1 ,"38,9 ",2 , 88  ,4550000 ,116967 ,4550000 ,116967 ,03.06.2016 ,29.08.2016 
4258,"г. Зеленоград, к. 1006 ",1 ,42 ,4 , 131  ,5200000 ,123810 ,4800000 ,114286 ,18.04.2016 ,26.08.2016 
4259,"г. Зеленоград, к. 1006 ",1 ,36 ,2 , 46  ,4200000 ,116667 ,4200000 ,116667 ,07.06.2016 ,22.07.2016 
4260,"г. Зеленоград, к. 1006 ",1 ,39 ,2 , 31  ,4250000 ,108975 ,4200000 ,107693 ,08.06.2016 ,08.07.2016 
4261,"г. Зеленоград, к. 1006 ",2 ,53 ,7 , 42  ,6150000 ,116038 ,5900000 ,111321 ,25.05.2016 ,05.07.2016 
4262,"г. Зеленоград, к. 1006 ",2 ,54 ,9 , 59  ,8000000 ,148149 ,8000000 ,148149 ,19.01.2016 ,17.03.2016 
4263,"г. Зеленоград, к. 1006 ",1 ,"36,5 ",17 , 78  ,5100000 ,139727 ,5100000 ,139727 ,11.11.2015 ,27.01.2016 
4264,"г. Зеленоград, к. 1006 ",2 ,56 ,9 , 31  ,8000000 ,142858 ,7500000 ,133929 ,09.12.2015 ,08.01.2016 
4265,"г. Зеленоград, к. 1006 ",3 ,75 ,15 , 286  ,10200000 ,136000 ,9800000 ,130667 ,27.02.2015 ,09.12.2015 
4266,"г. Зеленоград, к. 1007 ",3 ,62 ,4 , 8  ,6700000 ,108065 ,6700000 ,108065 ,26.12.2019 ,02.01.2020 
4267,"г. Зеленоград, к. 1007 ",3 ,"64,6 ",8 , 1418  ,6700000 ,103716 ,7350000 ,113778 ,10.01.2016 ,27.11.2019 
4268,"г. Зеленоград, к. 1007 ",3 ,63 ,4 , 1512  ,7700000 ,122223 ,7400000 ,117461 ,08.10.2015 ,27.11.2019 
4269,"г. Зеленоград, к. 1007 ",3 ,63 ,2 , 7  ,8000000 ,126985 ,8000000 ,126985 ,08.10.2019 ,14.10.2019 
4270,"г. Зеленоград, к. 1007 ",4 ,76 ,1 , 16  ,8600000 ,113158 ,8600000 ,113158 ,25.12.2018 ,09.01.2019 
4271,"г. Зеленоград, к. 1007 ",2 ,51 ,1 , 180  ,5600000 ,109804 ,5400000 ,105883 ,28.02.2018 ,26.08.2018 
4272,"г. Зеленоград, к. 1007 ",2 ,52 ,12 , 253  ,5800000 ,111539 ,5700000 ,109616 ,24.07.2017 ,02.04.2018 
4273,"г. Зеленоград, к. 1007 ",2 ,53 ,2 , 456  ,6400000 ,120755 ,6150000 ,116038 ,10.11.2016 ,08.02.2018 
4274,"г. Зеленоград, к. 1007 ",3 ,66 ,8 , 21  ,7250000 ,109849 ,7250000 ,109849 ,04.10.2017 ,24.10.2017 
4275,"г. Зеленоград, к. 1007 ",1 ,39 ,1 , 46  ,4300000 ,110257 ,4300000 ,110257 ,12.10.2016 ,26.11.2016 
4276,"г. Зеленоград, к. 1007 ",3 ,66 ,2 , 6  ,6900000 ,104546 ,6900000 ,104546 ,22.10.2016 ,27.10.2016 
4277,"г. Зеленоград, к. 1007 ",2 ,52 ,12 , 64  ,6500000 ,125000 ,7000000 ,134616 ,18.07.2016 ,19.09.2016 
4278,"г. Зеленоград, к. 1007 ",2 ,54 ,9 , 14  ,7700000 ,142593 ,7500000 ,138889 ,04.09.2016 ,17.09.2016 
4279,"г. Зеленоград, к. 1007 ",3 ,64 ,2 , 46  ,6800000 ,106250 ,6800000 ,106250 ,11.07.2016 ,25.08.2016 
4280,"г. Зеленоград, к. 1007 ",свободная планировка ,54 ,3 , 332  ,7000000 ,129630 ,6400000 ,118500 ,06.07.2015 ,01.06.2016 
4281,"г. Зеленоград, к. 1007 ",2 ,52 ,3 , 103  ,6500000 ,125000 ,6500000 ,125000 ,19.01.2016 ,30.04.2016 
4282,"г. Зеленоград, к. 1007 ",2 ,53 ,8 , 49  ,7500000 ,141510 ,7500000 ,141510 ,27.11.2014 ,14.01.2015 
4283,"г. Зеленоград, к. 1012 ",2 ,55 ,12 , 213  ,7000000 ,127273 ,7000000 ,127273 ,14.08.2019 ,13.03.2020 
4284,"г. Зеленоград, к. 1012 ",1 ,39 ,5 , 272  ,5100000 ,130770 ,5150000 ,132026 ,16.05.2019 ,11.02.2020 
4285,"г. Зеленоград, к. 1012 ",2 ,55 ,12 , 901  ,5800000 ,105455 ,5800000 ,105455 ,16.07.2017 ,02.01.2020 
4286,"г. Зеленоград, к. 1012 ",1 ,36 ,3 , 1348  ,4600000 ,127778 ,4100000 ,113889 ,25.04.2016 ,02.01.2020 
4287,"г. Зеленоград, к. 1012 ",2 ,"54,2 ",7 , 17  ,7050000 ,130074 ,7050000 ,130074 ,11.12.2019 ,27.12.2019 
4288,"г. Зеленоград, к. 1012 ",1 ,"42,5 ",20 , 41  ,5900000 ,138824 ,5900000 ,138824 ,13.11.2019 ,23.12.2019 
4289,"г. Зеленоград, к. 1012 ",1 ,39 ,10 , 99  ,5000000 ,128206 ,5000000 ,128206 ,13.08.2019 ,19.11.2019 
4290,"г. Зеленоград, к. 1012 ",2 ,"54,2 ",19 , 84  ,7500000 ,138377 ,7100000 ,130997 ,18.08.2019 ,09.11.2019 
4291,"г. Зеленоград, к. 1012 ",2 ,54 ,15 , 1068  ,5900000 ,109260 ,6400000 ,118519 ,15.11.2016 ,18.10.2019 
4292,"г. Зеленоград, к. 1012 ",2 ,58 ,15 , 117  ,6600000 ,113794 ,6400000 ,110345 ,14.06.2019 ,08.10.2019 
4293,"г. Зеленоград, к. 1012 ",1 ,"42,4 ",7 , 117  ,5300000 ,125000 ,5100000 ,120284 ,08.06.2019 ,02.10.2019 
4294,"г. Зеленоград, к. 1012 ",2 ,51 ,16 , 374  ,5800000 ,113726 ,5850000 ,114706 ,10.09.2018 ,18.09.2019 
4295,"г. Зеленоград, к. 1012 ",1 ,"42,5 ",21 , 29  ,5000000 ,117648 ,4990000 ,117412 ,16.07.2019 ,13.08.2019 
