,Адрес,Количество комнат,Площадь,Этаж,Срок экспозиции,Начальная цена,Начальная цена за 1 метр,Цена при снятии,Цена при снятии за 1 метр,Опубликовано,Дата снятия
0,test,test,test ,test, test  ,test,test,test,test,test,test
6489,"кв-л. Волжский Бульвар 114 А, к. 2",2,"49,8",10, 44 ,8300000,166667,7700000,154619,31.07.2018,12.09.2018
6490,"кв-л. Волжский Бульвар 114 А, к. 2",1,36,13, 20 ,6100000,169445,6100000,169445,01.08.2018,20.08.2018
6491,"кв-л. Волжский Бульвар 114 А, к. 2",1,35,14, 13 ,5300000,151429,5300000,151429,06.08.2018,18.08.2018
6492,"кв-л. Волжский Бульвар 114 А, к. 2",2,"50,2",5, 33 ,7800000,155379,7800000,155379,03.04.2018,05.05.2018
6493,"кв-л. Волжский Бульвар 114 А, к. 7",2,"50,3",1, 177 ,7200000,143142,7900000,157058,06.02.2020,В продаже
6494,"кв-л. Волжский Бульвар 114 А, к. 7",2,"50,1",5, 316 ,9900000,197763,9200000,183780,27.05.2019,06.04.2020
6495,"кв-л. Волжский Бульвар 114 А, к. 7",1,40,2, 8 ,5650000,141250,5650000,141250,26.12.2019,02.01.2020
6496,"кв-л. Волжский Бульвар 114 А, к. 7",2,"52,3",5, 167 ,10000000,191205,10000000,191205,10.07.2019,23.12.2019
6497,"кв-л. Волжский Бульвар 114 А, к. 7",1,"38,9",3, 31 ,6700000,172237,6700000,172237,27.09.2019,27.10.2019
6498,"кв-л. Волжский Бульвар 114 А, к. 7",1,"38,7",2, 66 ,7400000,191215,7400000,191215,11.03.2019,15.05.2019
6499,"кв-л. Волжский Бульвар 114 А, к. 7",2,53,5, 306 ,7800000,147170,7500000,141510,20.01.2018,21.11.2018
6500,"кв-л. Волжский Бульвар 114 А, к. 7",2,54,2, 6 ,7250000,134260,7250000,134260,12.11.2018,17.11.2018
6501,"кв-л. Волжский Бульвар 114 А, к. 7",2,51,7, 215 ,7500000,147059,7600000,149020,12.04.2018,12.11.2018
6502,"кв-л. Волжский Бульвар 114 А, к. 7",2,52,2, 206 ,7500000,144231,7300000,140385,12.04.2018,03.11.2018
6503,"кв-л. Волжский Бульвар 114 А, к. 7",1,40,6, 23 ,6800000,170000,6800000,170000,20.09.2018,12.10.2018
6504,"кв-л. Волжский Бульвар 114 А, к. 7",2,53,3, 232 ,8150000,153774,7000000,132076,23.02.2018,12.10.2018
6505,"кв-л. Волжский Бульвар 114 А, к. 7",2,52,1, 101 ,7200000,138462,7200000,138462,06.06.2018,14.09.2018
6506,"кв-л. Волжский Бульвар 114 А, к. 7",1,40,8, 57 ,6500000,162500,6500000,162500,13.06.2018,08.08.2018
6507,"кв-л. Волжский Бульвар 114 А, к. 3",2,"50,2",2, 55 ,9500000,189244,9500000,189244,07.06.2020,В продаже
6508,"кв-л. Волжский Бульвар 114 А, к. 3",1,42,11, 277 ,7500000,178572,7500000,178572,29.10.2019,В продаже
6509,"кв-л. Волжский Бульвар 114 А, к. 3",1,42,10, 8 ,8500000,202381,8500000,202381,16.07.2020,23.07.2020
6510,"кв-л. Волжский Бульвар 114 А, к. 3",2,"52,3",9, 91 ,9500000,181645,9400000,179733,04.11.2019,02.02.2020
6511,"кв-л. Волжский Бульвар 114 А, к. 3",1,39,12, 8 ,6900000,176924,6900000,176924,19.01.2020,26.01.2020
6512,"кв-л. Волжский Бульвар 114 А, к. 3",2,52,3, 8 ,9000000,173058,9000000,173058,26.12.2019,02.01.2020
6513,"кв-л. Волжский Бульвар 114 А, к. 3",2,"51,9",11, 108 ,9400000,181118,9400000,181118,30.07.2019,14.11.2019
6514,"кв-л. Волжский Бульвар 114 А, к. 3",2,52,5, 327 ,7800000,150000,7800000,150000,21.11.2018,13.10.2019
6515,"кв-л. Волжский Бульвар 114 А, к. 3",1,39,9, 332 ,6870000,176154,6870000,176154,16.11.2018,13.10.2019
6516,"кв-л. Волжский Бульвар 114 А, к. 3",1,"39,1",1, 96 ,6300000,161126,6000000,153453,21.06.2019,24.09.2019
6517,"кв-л. Волжский Бульвар 114 А, к. 3",2,52,2, 252 ,10000000,192308,10000000,192308,15.01.2019,23.09.2019
6518,"кв-л. Волжский Бульвар 114 А, к. 3",1,"38,8",5, 28 ,6600000,170104,7500000,193299,20.07.2019,16.08.2019
6519,"кв-л. Волжский Бульвар 114 А, к. 3",2,49,2, 16 ,9300000,189796,9500000,193878,05.02.2019,20.02.2019
6520,"кв-л. Волжский Бульвар 114 А, к. 3",2,50,1, 309 ,7200000,144000,7300000,146000,20.01.2018,24.11.2018
6521,"кв-л. Волжский Бульвар 114 А, к. 3",2,52,3, 200 ,9400000,180770,9200000,176924,13.04.2018,29.10.2018
6522,"кв-л. Волжский Бульвар 114 А, к. 3",1,40,5, 22 ,7100000,177475,7100000,177475,03.10.2018,24.10.2018
6523,"кв-л. Волжский Бульвар 114 А, к. 3",1,"40,7",6, 198 ,5900000,144964,5800000,142507,20.01.2018,05.08.2018
6524,"кв-л. Волжский Бульвар 114 А, к. 3",2,53,6, 291 ,8450000,159434,8200000,154717,16.10.2017,02.08.2018
6525,"кв-л. Волжский Бульвар 114 А, к. 3",2,53,9, 168 ,8500000,160378,8300000,156604,20.01.2018,06.07.2018
6526,"кв-л. Волжский Бульвар 114 А, к. 3",1,40,1, 93 ,5300000,132500,5100000,127500,15.03.2018,15.06.2018
6527,"кв-л. Волжский Бульвар 114 А, к. 3",1,"40,6",9, 46 ,5800000,142858,5800000,142858,24.04.2018,08.06.2018
6528,"кв-л. Волжский Бульвар 114 А, к. 3",1,40,7, 128 ,5700000,142500,5900000,147500,20.01.2018,27.05.2018
6529,"кв-л. Волжский Бульвар 114 А, к. 3",2,"51,8",11, 163 ,8500000,164093,8250000,159267,15.12.2017,26.05.2018
6530,"кв-л. Волжский Бульвар 114 А, к. 3",1,45,4, 40 ,6500000,144445,6500000,144445,20.03.2018,28.04.2018
6531,"г. Зеленоград, к. 1445",1,40,10, 108 ,6000000,150000,5750000,143750,15.04.2020,В продаже
6532,"г. Зеленоград, к. 1445",2,53,2, 236 ,6700000,126416,7200000,135850,09.12.2019,В продаже
6533,"г. Зеленоград, к. 1445",2,53,2, 301 ,6700000,126416,7300000,137736,13.09.2019,09.07.2020
6534,"г. Зеленоград, к. 1445",1,"38,9",2, 196 ,6000000,154242,6700000,172237,08.11.2019,21.05.2020
6535,"г. Зеленоград, к. 1445",1,"39,5",8, 44 ,5900000,149368,5900000,149368,06.02.2020,20.03.2020
6536,"г. Зеленоград, к. 1445",2,"50,1",14, 19 ,6950000,138834,6950000,138834,24.01.2020,11.02.2020
6537,"г. Зеленоград, к. 1445",2,53,11, 18 ,7500000,141510,6700000,126416,24.01.2020,10.02.2020
6538,"г. Зеленоград, к. 1445",2,53,1, 1794 ,6100000,115095,6200000,116982,04.02.2015,02.01.2020
6539,"г. Зеленоград, к. 1445",1,"39,5",11, 24 ,4650000,117722,4790000,121266,08.05.2019,31.05.2019
6540,"г. Зеленоград, к. 1445",1,45,10, 8 ,5200000,115556,5200000,115556,02.04.2019,09.04.2019
6541,"г. Зеленоград, к. 1445",1,40,10, 32 ,5000000,125000,5200000,130000,18.02.2019,21.03.2019
6542,"г. Зеленоград, к. 1445",1,43,8, 22 ,5200000,120931,5200000,120931,11.02.2019,04.03.2019
6543,"г. Зеленоград, к. 1445",2,53,7, 209 ,6500000,122642,6500000,122642,08.08.2018,04.03.2019
6544,"г. Зеленоград, к. 1445",2,54,3, 722 ,6750000,125000,6700000,124075,20.02.2017,11.02.2019
6545,"г. Зеленоград, к. 1445",1,40,8, 868 ,4950000,123750,4700000,117500,27.09.2016,11.02.2019
6546,"г. Зеленоград, к. 1445",1,39,6, 12 ,5000000,128206,5000000,128206,10.01.2019,21.01.2019
6547,"г. Зеленоград, к. 1445",1,"39,7",1, 100 ,4300000,108313,4200000,105794,21.08.2018,28.11.2018
6548,"г. Зеленоград, к. 1445",2,"52,9",6, 240 ,6400000,120983,6000000,113422,16.02.2018,13.10.2018
6549,"г. Зеленоград, к. 1445",2,54,7, 249 ,5800000,107408,5000000,92593,29.09.2017,04.06.2018
6550,"г. Зеленоград, к. 1445",2,53,5, 195 ,6500000,122642,6100000,115095,01.11.2017,14.05.2018
6551,"г. Зеленоград, к. 1445",2,54,13, 739 ,6200000,114815,5600000,103704,13.04.2016,21.04.2018
6552,"г. Зеленоград, к. 1445",1,"39,5",4, 158 ,4580000,115950,4400000,111393,29.03.2017,02.09.2017
6553,"г. Зеленоград, к. 1445",2,"62,5",1, 176 ,6000000,96000,5700000,91200,27.01.2017,21.07.2017
6554,"г. Зеленоград, к. 1445",2,54,2, 238 ,5950000,110186,5800000,107408,16.02.2016,10.10.2016
6555,"г. Зеленоград, к. 1445",1,43,4, 87 ,5500000,127907,5500000,127907,21.05.2016,15.08.2016
6556,"г. Зеленоград, к. 1445",3,82,10, 46 ,9900000,120732,9900000,120732,02.12.2015,16.01.2016
6557,"г. Зеленоград, к. 1445",3,80,10, 76 ,10200000,127500,10200000,127500,11.10.2015,25.12.2015
6558,"г. Зеленоград, к. 1445",1,38,4, 46 ,5000000,131579,5000000,131579,10.10.2015,24.11.2015
6559,"г. Зеленоград, к. 1445",1,41,4, 36 ,4980000,121464,4980000,121464,14.10.2015,18.11.2015
6560,"г. Зеленоград, к. 1445",3,82,8, 303 ,9500000,115854,9300000,113415,27.11.2014,25.09.2015
6561,"г. Зеленоград, к. 1445",1,"41,8",11, 75 ,5500000,131579,5350000,127991,08.04.2015,21.06.2015
6562,"г. Зеленоград, к. 1445",3,80,13, 51 ,9100000,113750,9100000,113750,19.02.2015,10.04.2015
6563,"г. Зеленоград, к. 1445",3,83,13, 76 ,9300000,112049,9300000,112049,23.12.2014,08.03.2015
6564,"г. Зеленоград, к. 1445",2,53,8, 28 ,6900000,130189,6900000,130189,27.11.2014,24.12.2014
6565,"г. Зеленоград, к. 1445",1,40,13, 27 ,5190000,129750,5190000,129750,27.11.2014,23.12.2014
6566,"г. Зеленоград, к. 1445",1,42,7, 16 ,5100000,121429,5100000,121429,27.11.2014,12.12.2014
6567,"п. Мосрентген, п. завода Мосрентген, д. 36",1,"59,4",11, 142 ,9990000,168182,9700000,163300,12.03.2020,В продаже
6568,"п. Мосрентген, п. завода Мосрентген, д. 36",2,59,9, 40 ,9990000,169323,9700000,164407,05.06.2020,14.07.2020
6569,"п. Мосрентген, п. завода Мосрентген, д. 36",2,"80,2",1, 116 ,10500000,130923,10500000,130923,21.03.2020,14.07.2020
6570,"п. Мосрентген, п. завода Мосрентген, д. 36",3,112,1, 754 ,13000000,116072,12500000,111608,15.06.2018,07.07.2020
6571,"п. Мосрентген, п. завода Мосрентген, д. 36",2,56,11, 85 ,9990000,178393,9990000,178393,18.03.2020,10.06.2020
6572,"п. Мосрентген, п. завода Мосрентген, д. 36",2,"81,6",3, 441 ,12100000,148285,11000000,134804,23.01.2019,07.04.2020
6573,"п. Мосрентген, п. завода Мосрентген, д. 36",2,"74,4",3, 161 ,11000000,147850,11000000,147850,22.10.2019,30.03.2020
6574,"п. Мосрентген, п. завода Мосрентген, д. 36",2,"80,4",3, 83 ,9500000,118160,9500000,118160,21.12.2019,12.03.2020
6575,"п. Мосрентген, п. завода Мосрентген, д. 36",студия,"25,3",1, 167 ,3350000,132412,3400000,134388,29.08.2019,11.02.2020
6576,"п. Мосрентген, п. завода Мосрентген, д. 36",студия,22,1, 161 ,3100000,140910,3100000,140910,28.08.2019,04.02.2020
6577,"п. Мосрентген, п. завода Мосрентген, д. 36",1,"47,6",3, 328 ,6290000,132143,6290000,132143,20.11.2018,13.10.2019
6578,"п. Мосрентген, п. завода Мосрентген, д. 36",2,56,11, 333 ,9000000,160715,9000000,160715,15.11.2018,13.10.2019
6579,"п. Мосрентген, п. завода Мосрентген, д. 36",2,"56,1",11, 345 ,7800000,139038,7800000,139038,03.11.2018,13.10.2019
6580,"п. Мосрентген, п. завода Мосрентген, д. 36",2,"82,4",1, 359 ,12000000,145632,11500000,139564,18.10.2018,11.10.2019
6581,"п. Мосрентген, п. завода Мосрентген, д. 36",1,"47,1",7, 34 ,7000000,148620,7000000,148620,05.07.2019,07.08.2019
6582,"п. Мосрентген, п. завода Мосрентген, д. 36",2,75,12, 159 ,8650000,115334,8450000,112667,27.09.2018,04.03.2019
6583,"п. Мосрентген, п. завода Мосрентген, д. 36",2,50,11, 68 ,8200000,164000,7800000,156000,29.11.2018,04.02.2019
6584,"п. Мосрентген, п. завода Мосрентген, д. 36",3,"110,4",3, 185 ,13200000,119566,12900000,116848,09.07.2018,09.01.2019
6585,"п. Мосрентген, п. завода Мосрентген, д. 36",2,50,11, 8 ,10200000,204000,10200000,204000,22.11.2018,29.11.2018
6586,"п. Мосрентген, п. завода Мосрентген, д. 36",1,"48,8",1, 44 ,7000000,143443,6500000,133197,12.10.2018,24.11.2018
6587,"п. Мосрентген, п. завода Мосрентген, д. 36",2,80,1, 441 ,12500000,156250,12500000,156250,08.09.2017,22.11.2018
6588,"п. Мосрентген, п. завода Мосрентген, д. 36",2,81,6, 174 ,9200000,113581,9200000,113581,10.04.2018,30.09.2018
6589,"п. Мосрентген, п. завода Мосрентген, д. 36",2,"80,4",3, 49 ,8500000,105722,8500000,105722,06.05.2018,23.06.2018
6590,"п. Мосрентген, п. завода Мосрентген, д. 36",1,"47,4",12, 32 ,5150000,108650,5150000,108650,18.05.2018,18.06.2018
6591,"п. Мосрентген, п. завода Мосрентген, д. 36",2,50,1, 6 ,6850000,137000,6850000,137000,07.06.2018,12.06.2018
6592,"п. Мосрентген, п. завода Мосрентген, д. 36",1,"48,6",8, 6 ,5700000,117284,5700000,117284,21.03.2018,26.03.2018
6593,"п. Мосрентген, п. завода Мосрентген, д. 36",3,115,11, 500 ,12000000,104348,12000000,104348,03.11.2016,17.03.2018
6594,"п. Мосрентген, п. завода Мосрентген, д. 36",2,71,1, 215 ,9500000,133803,8000000,112677,27.07.2017,26.02.2018
6595,"п. Мосрентген, п. завода Мосрентген, д. 36",3,103,1, 7 ,9100000,88350,9100000,88350,02.02.2018,08.02.2018
6596,"п. Мосрентген, п. завода Мосрентген, д. 36",1,48,2, 190 ,4800000,100000,4850000,101042,03.08.2017,08.02.2018
6597,"п. Мосрентген, п. завода Мосрентген, д. 36",3,114,11, 190 ,10500000,92106,9850000,86404,03.08.2017,08.02.2018
6598,"п. Мосрентген, п. завода Мосрентген, д. 36",2,80,5, 190 ,10250000,128125,8490000,106125,03.08.2017,08.02.2018
6599,"п. Мосрентген, п. завода Мосрентген, д. 36",2,81,3, 234 ,12800000,158025,10000000,123457,20.06.2017,08.02.2018
6600,"п. Мосрентген, п. завода Мосрентген, д. 36",3,109,11, 392 ,11700000,107340,11700000,107340,13.01.2017,08.02.2018
6601,"п. Мосрентген, п. завода Мосрентген, д. 36",2,73,4, 30 ,8950000,122603,8950000,122603,12.11.2017,11.12.2017
6602,"п. Мосрентген, п. завода Мосрентген, д. 36",2,81,4, 31 ,11000000,135803,11000000,135803,11.11.2017,11.12.2017
6603,"п. Мосрентген, п. завода Мосрентген, д. 36",2,74,7, 13 ,7900000,106757,7900000,106757,01.11.2017,13.11.2017
6604,"п. Мосрентген, п. завода Мосрентген, д. 36",2,75,5, 101 ,10250000,136667,8490000,113200,29.07.2017,06.11.2017
6605,"п. Мосрентген, п. завода Мосрентген, д. 36",2,81,3, 87 ,10000000,123457,10000000,123457,07.08.2017,01.11.2017
6606,"п. Мосрентген, п. завода Мосрентген, д. 36",1,"48,6",11, 31 ,5700000,117284,5700000,117284,21.09.2017,21.10.2017
6607,"п. Мосрентген, п. завода Мосрентген, д. 36",2,70,4, 20 ,10490000,149858,10490000,149858,03.08.2017,22.08.2017
6608,"п. Мосрентген, п. завода Мосрентген, д. 36",3,112,8, 227 ,14000000,125000,12800000,114286,15.12.2016,29.07.2017
6609,"п. Мосрентген, п. завода Мосрентген, д. 36",1,"48,5",1, 138 ,5200000,107217,4550000,93815,04.02.2017,21.06.2017
6610,"мкр. Чертаново Северное, д. 1А",4,125,8, 19 ,22900000,183200,22900000,183200,13.07.2020,В продаже
6611,"мкр. Чертаново Северное, д. 1А",4,144,12, 22 ,37500000,260417,37500000,260417,10.07.2020,В продаже
6612,"мкр. Чертаново Северное, д. 1А",3,"104,7",37, 47 ,20500000,195798,20500000,195798,15.06.2020,В продаже
6613,"мкр. Чертаново Северное, д. 1А",4,132,26, 79 ,30500000,231061,28500000,215910,14.05.2020,В продаже
6614,"мкр. Чертаново Северное, д. 1А",3,"103,4",33, 179 ,30000000,290136,30250000,292554,04.02.2020,В продаже
6615,"мкр. Чертаново Северное, д. 1А",3,101,35, 245 ,19500000,193070,19300000,191090,30.11.2019,В продаже
6616,"мкр. Чертаново Северное, д. 1А",4,145,38, 250 ,33000000,227587,33000000,227587,25.11.2019,В продаже
6617,"мкр. Чертаново Северное, д. 1А",1,105,28, 295 ,25000000,238096,24500000,233334,11.10.2019,В продаже
6618,"мкр. Чертаново Северное, д. 1А",4,"136,9",27, 486 ,29500000,215486,30000000,219139,03.04.2019,В продаже
6619,"мкр. Чертаново Северное, д. 1А",3,127,35, 675 ,35000000,275591,34500000,271654,26.09.2018,В продаже
6620,"мкр. Чертаново Северное, д. 1А",4,117,23, 1375 ,26500000,226496,22700000,194018,26.10.2016,В продаже
6621,"мкр. Чертаново Северное, д. 1А",4,145,5, 1376 ,23200000,160000,23500000,162069,25.10.2016,В продаже
6622,"мкр. Чертаново Северное, д. 1А",4,140,33, 1376 ,22300000,159286,29000000,207143,25.10.2016,В продаже
6623,"мкр. Чертаново Северное, д. 1А",4,146,33, 1685 ,36700000,251370,32500000,222603,21.12.2015,В продаже
6624,"мкр. Чертаново Северное, д. 1А",4,141,11, 1686 ,23800000,168795,29500000,209220,20.12.2015,В продаже
6625,"мкр. Чертаново Северное, д. 1А",4,120,40, 1686 ,26000000,216667,24000000,200000,20.12.2015,В продаже
6626,"мкр. Чертаново Северное, д. 1А",3,105,37, 377 ,28200000,268572,28000000,266667,11.07.2019,21.07.2020
6627,"мкр. Чертаново Северное, д. 1А",2,60,10, 172 ,16000000,266667,16000000,266667,22.01.2020,11.07.2020
6628,"мкр. Чертаново Северное, д. 1А",3,130,6, 967 ,29500000,226924,30000000,230770,14.11.2017,07.07.2020
6629,"мкр. Чертаново Северное, д. 1А",4,145,37, 281 ,36990000,255104,36990000,255104,28.09.2019,04.07.2020
6630,"мкр. Чертаново Северное, д. 1А",2,65,8, 1347 ,17400000,267693,17900000,275385,25.10.2016,02.07.2020
6631,"мкр. Чертаново Северное, д. 1А",3,"95,5",21, 193 ,21000000,219896,21000000,219896,16.12.2019,25.06.2020
6632,"мкр. Чертаново Северное, д. 1А",3,"124,5",1, 301 ,32500000,261045,32500000,261045,13.08.2019,08.06.2020
6633,"мкр. Чертаново Северное, д. 1А",3,"102,6",34, 256 ,30000000,292398,26950000,262671,18.09.2019,30.05.2020
6634,"мкр. Чертаново Северное, д. 1А",2,111,12, 62 ,20500000,184685,19500000,175676,28.03.2020,28.05.2020
6635,"мкр. Чертаново Северное, д. 1А",3,118,38, 922 ,26500000,224577,26500000,224577,10.11.2017,19.05.2020
6636,"мкр. Чертаново Северное, д. 1А",3,102,28, 214 ,20000000,196079,23000000,225491,01.10.2019,01.05.2020
6637,"мкр. Чертаново Северное, д. 1А",4,"118,3",20, 117 ,37990000,321150,32100000,271342,29.11.2019,24.03.2020
6638,"мкр. Чертаново Северное, д. 1А",4,105,26, 622 ,31000000,295239,26990000,257048,05.07.2018,17.03.2020
6639,"мкр. Чертаново Северное, д. 1А",6,141,13, 8 ,29000000,205674,29000000,205674,03.03.2020,10.03.2020
6640,"мкр. Чертаново Северное, д. 1А",5,141,9, 383 ,33300000,236171,33000000,234043,18.02.2019,06.03.2020
6641,"мкр. Чертаново Северное, д. 1А",4,"117,7",32, 75 ,28500000,242142,25600000,217503,20.12.2019,03.03.2020
6642,"мкр. Чертаново Северное, д. 1А",2,100,4, 56 ,28500000,285000,28500000,285000,18.12.2019,11.02.2020
6643,"мкр. Чертаново Северное, д. 1А",3,113,32, 185 ,35000000,309735,34000000,300885,07.08.2019,07.02.2020
6644,"мкр. Чертаново Северное, д. 1А",4,102,5, 9 ,23900000,234314,23900000,234314,10.01.2020,18.01.2020
6645,"мкр. Чертаново Северное, д. 1А",4,145,39, 112 ,39200000,270345,39200000,270345,28.09.2019,17.01.2020
6646,"мкр. Чертаново Северное, д. 1А",3,100,7, 8 ,23500000,235000,23500000,235000,26.12.2019,02.01.2020
6647,"мкр. Чертаново Северное, д. 1А",4,"128,7",10, 8 ,25000000,194251,25000000,194251,26.12.2019,02.01.2020
6648,"мкр. Чертаново Северное, д. 1А",3,96,31, 1148 ,25500000,265625,21800000,227084,11.11.2016,02.01.2020
6649,"мкр. Чертаново Северное, д. 1А",4,146,35, 663 ,34000000,232877,46000000,315069,08.03.2018,30.12.2019
6650,"мкр. Чертаново Северное, д. 1А",2,94,2, 96 ,29000000,308511,28500000,303192,24.09.2019,28.12.2019
6651,"мкр. Чертаново Северное, д. 1А",3,117,10, 74 ,28500000,243590,28700000,245300,27.09.2019,09.12.2019
6652,"мкр. Чертаново Северное, д. 1А",4,145,17, 1188 ,20900000,144138,29000000,200000,29.08.2016,29.11.2019
6653,"мкр. Чертаново Северное, д. 1А",2,100,27, 414 ,19000000,190000,19000000,190000,10.10.2018,27.11.2019
6654,"мкр. Чертаново Северное, д. 1А",3,118,30, 419 ,32000000,271187,31500000,266950,05.10.2018,27.11.2019
6655,"мкр. Чертаново Северное, д. 1А",3,"126,8",35, 428 ,35000000,276135,35000000,276135,26.09.2018,27.11.2019
6656,"мкр. Чертаново Северное, д. 1А",3,102,2, 547 ,22900000,224510,22400000,219608,30.05.2018,27.11.2019
6657,"мкр. Чертаново Северное, д. 1А",2,67,38, 563 ,22900000,341792,19300000,288060,14.05.2018,27.11.2019
6658,"мкр. Чертаново Северное, д. 1А",3,100,18, 589 ,21000000,210000,20500000,205000,18.04.2018,27.11.2019
6659,"мкр. Чертаново Северное, д. 1А",3,130,3, 638 ,30490000,234539,29840000,229500,28.02.2018,27.11.2019
6660,"мкр. Чертаново Северное, д. 1А",2,61,15, 677 ,17500000,286886,16950000,277869,20.01.2018,27.11.2019
6661,"мкр. Чертаново Северное, д. 1А",3,"102,8",20, 734 ,21000000,204281,24500000,238327,24.11.2017,27.11.2019
6662,"мкр. Чертаново Северное, д. 1А",3,106,17, 833 ,17900000,168868,16990000,160284,17.08.2017,27.11.2019
6663,"мкр. Чертаново Северное, д. 1А",3,100,33, 847 ,25300000,253000,23300000,233000,03.08.2017,27.11.2019
6664,"мкр. Чертаново Северное, д. 1А",3,109,16, 903 ,23000000,211010,23000000,211010,08.06.2017,27.11.2019
6665,"мкр. Чертаново Северное, д. 1А",3,"113,4",28, 1476 ,45900000,404762,27500000,242505,13.11.2015,27.11.2019
6666,"мкр. Чертаново Северное, д. 1А",3,97,29, 58 ,19700000,203093,22700000,234021,30.09.2019,26.11.2019
6667,"мкр. Чертаново Северное, д. 1А",3,"102,1",2, 543 ,22900000,224290,20300000,198825,30.05.2018,23.11.2019
6668,"мкр. Чертаново Северное, д. 1А",3,114,28, 7 ,24900000,218422,27500000,241229,16.11.2019,22.11.2019
6669,"мкр. Чертаново Северное, д. 1А",4,"124,5",4, 55 ,32500000,261045,31500000,253013,26.09.2019,19.11.2019
6670,"мкр. Чертаново Северное, д. 1А",4,"118,3",26, 251 ,37800000,319527,35000000,295858,07.03.2019,12.11.2019
6671,"мкр. Чертаново Северное, д. 1А",3,104,10, 69 ,22000000,211539,19400000,186539,23.08.2019,30.10.2019
6672,"мкр. Чертаново Северное, д. 1А",2,64,29, 364 ,18500000,289063,18500000,289063,15.10.2018,13.10.2019
6673,"мкр. Чертаново Северное, д. 1А",3,"145,4",36, 374 ,40000000,275104,39500000,271665,05.10.2018,13.10.2019
6674,"мкр. Чертаново Северное, д. 1А",3,132,13, 379 ,39000000,295455,39000000,295455,30.09.2018,13.10.2019
6675,"мкр. Чертаново Северное, д. 1А",4,126,32, 418 ,39900000,316667,30900000,245239,22.08.2018,13.10.2019
6676,"мкр. Чертаново Северное, д. 1А",2,67,38, 509 ,22900000,341792,22900000,341792,23.05.2018,13.10.2019
6677,"мкр. Чертаново Северное, д. 1А",3,"119,2",29, 536 ,24670000,206997,24000000,201343,26.04.2018,13.10.2019
6678,"мкр. Чертаново Северное, д. 1А",3,118,41, 1217 ,16000000,135594,27500000,233051,14.06.2016,13.10.2019
6679,"мкр. Чертаново Северное, д. 1А",5,140,36, 7 ,29900000,213572,29900000,213572,03.10.2019,09.10.2019
6680,"мкр. Чертаново Северное, д. 1А",4,"133,6",34, 182 ,38000000,284432,32000000,239521,06.04.2019,04.10.2019
6681,"мкр. Чертаново Северное, д. 1А",2,"65,7",2, 203 ,16700000,254186,14500000,220701,16.03.2019,04.10.2019
6682,"мкр. Чертаново Северное, д. 1А",3,127,32, 42 ,34500000,271654,34500000,271654,21.08.2019,01.10.2019
6683,"мкр. Чертаново Северное, д. 1А",3,129,9, 261 ,33000000,255814,29100000,225582,09.01.2019,26.09.2019
6684,"мкр. Чертаново Северное, д. 1А",3,126,23, 78 ,23900000,189683,23900000,189683,20.06.2019,05.09.2019
6685,"мкр. Чертаново Северное, д. 1А",3,126,26, 78 ,23900000,189683,23900000,189683,20.06.2019,05.09.2019
6686,"мкр. Чертаново Северное, д. 1А",3,"103,8",24, 56 ,19500000,187862,19500000,187862,28.06.2019,22.08.2019
6687,"мкр. Чертаново Северное, д. 1А",3,102,14, 317 ,28000000,274510,23600000,231373,07.10.2018,19.08.2019
6688,"мкр. Чертаново Северное, д. 1А",2,"65,4",5, 242 ,17500000,267585,17700000,270643,26.11.2018,25.07.2019
6689,"мкр. Чертаново Северное, д. 1А",3,101,11, 1190 ,25000000,247525,23000000,227723,20.04.2016,23.07.2019
6690,"мкр. Чертаново Северное, д. 1А",4,105,29, 15 ,28300000,269524,28300000,269524,04.07.2019,18.07.2019
6691,"мкр. Чертаново Северное, д. 1А",3,105,39, 154 ,22900000,218096,22500000,214286,05.02.2019,08.07.2019
6692,"мкр. Чертаново Северное, д. 1А",3,98,11, 656 ,19190000,195817,18600000,189796,14.09.2017,01.07.2019
6693,"мкр. Чертаново Северное, д. 1А",2,65,3, 211 ,17500000,269231,17500000,269231,22.11.2018,20.06.2019
6694,"мкр. Чертаново Северное, д. 1А",3,102,14, 395 ,24700000,242157,23600000,231373,22.05.2018,20.06.2019
6695,"мкр. Чертаново Северное, д. 1А",1,60,31, 169 ,14400000,240000,13900000,231667,03.12.2018,20.05.2019
6696,"мкр. Чертаново Северное, д. 1А",3,92,14, 144 ,24000000,260870,24000000,260870,24.12.2018,16.05.2019
6697,"мкр. Чертаново Северное, д. 1А",5,125,20, 59 ,28000000,224000,28000000,223992,26.02.2019,25.04.2019
6698,"мкр. Чертаново Северное, д. 1А",2,61,2, 157 ,21700000,355738,20500000,336066,20.11.2018,25.04.2019
6699,"мкр. Чертаново Северное, д. 1А",1,60,34, 167 ,14300000,238334,13400000,223334,24.10.2018,08.04.2019
6700,"мкр. Чертаново Северное, д. 1А",3,102,2, 174 ,18300000,179412,18300000,179412,11.10.2018,02.04.2019
6701,"мкр. Чертаново Северное, д. 1А",3,96,30, 312 ,33000000,343750,33000000,343750,25.05.2018,01.04.2019
6702,"мкр. Чертаново Северное, д. 1А",3,95,18, 64 ,25000000,263158,23000000,242106,24.01.2019,28.03.2019
6703,"мкр. Чертаново Северное, д. 1А",3,119,27, 124 ,28350000,238236,26550000,223110,15.11.2018,18.03.2019
6704,"мкр. Чертаново Северное, д. 1А",3,100,10, 171 ,22500000,225000,19900000,199000,05.09.2018,22.02.2019
