,Адрес,Количество комнат,Площадь,Этаж,Срок экспозиции,Начальная цена,Начальная цена за 1 метр,Цена при снятии,Цена при снятии за 1 метр,Опубликовано,Дата снятия
0,test,test,test ,test, test  ,test,test,test,test,test,test
2083,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",2,"44,3",14, 53 ,4600000,103838,4700000,106095,11.10.2019,02.12.2019
2084,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,37,16, 122 ,4400000,118919,4100000,110676,03.08.2019,02.12.2019
2085,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,"33,5",21, 25 ,3490000,104180,3490000,104180,06.11.2019,30.11.2019
2086,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,"34,2",23, 40 ,3600000,105264,3600000,105264,01.10.2019,09.11.2019
2087,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,"35,7",3, 96 ,4050000,113446,3850000,107844,05.08.2019,08.11.2019
2088,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,"45,7",12, 76 ,4500000,98469,4500000,98469,01.08.2019,15.10.2019
2089,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,36,9, 34 ,3850000,106945,3850000,106945,29.08.2019,01.10.2019
2090,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,"34,1",14, 7 ,4750000,139297,4750000,139297,20.09.2019,26.09.2019
2091,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,"33,5",21, 77 ,4000000,119403,4000000,119403,12.07.2019,26.09.2019
2092,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,36,22, 621 ,3290000,91389,3750000,104167,14.01.2018,26.09.2019
2093,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,"35,3",27, 206 ,3400000,96176,3400000,96176,23.02.2019,16.09.2019
2094,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",3,64,3, 58 ,6200000,96875,6200000,96875,16.07.2019,11.09.2019
2095,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,35,15, 184 ,3950000,112858,3950000,112858,11.03.2019,10.09.2019
2096,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,"39,5",11, 93 ,3950000,100000,3860000,97722,09.06.2019,09.09.2019
2097,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,"34,3",13, 53 ,3850000,112245,3850000,112245,13.07.2019,03.09.2019
2098,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,"40,8",7, 229 ,4200000,102942,4200000,102942,18.01.2019,03.09.2019
2099,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",2,62,23, 31 ,5400000,87097,5400000,87097,19.06.2019,19.07.2019
2100,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",2,55,7, 138 ,5100000,92728,5350000,97273,02.02.2019,19.06.2019
2101,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,"37,9",18, 51 ,4490000,118470,4490000,118470,11.03.2019,30.04.2019
2102,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,"37,6",7, 19 ,4120000,109459,4120000,109459,08.04.2019,26.04.2019
2103,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,"40,5",18, 156 ,5000000,123433,4350000,107408,24.10.2018,28.03.2019
2104,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",2,70,6, 130 ,6900000,98572,6900000,98572,02.10.2018,08.02.2019
2105,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,"39,3",1, 94 ,3600000,91604,3700000,94148,04.11.2018,05.02.2019
2106,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",студия,"29,5",8, 234 ,2840000,96304,2840000,96304,29.05.2018,17.01.2019
2107,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",студия,30,13, 276 ,2840000,94667,2910000,96834,17.04.2018,17.01.2019
2108,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,35,8, 338 ,3250000,92831,3410000,97258,14.02.2018,17.01.2019
2109,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",2,"69,3",18, 407 ,5400000,77878,6360000,91650,07.12.2017,17.01.2019
2110,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,"33,9",4, 15 ,3500000,103276,3500000,103276,14.12.2018,28.12.2018
2111,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",студия,27,22, 138 ,2900000,107408,2700000,99963,10.08.2018,25.12.2018
2112,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",2,68,23, 210 ,6450000,94853,5800000,85295,15.05.2018,10.12.2018
2113,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,34,6, 46 ,3650000,107353,3650000,107353,15.10.2018,29.11.2018
2114,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,"43,6",5, 215 ,4000000,91744,4000000,91744,26.04.2018,26.11.2018
2115,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,33,10, 312 ,3250000,98366,3310000,100031,19.01.2018,26.11.2018
2116,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",2,55,4, 9 ,5400000,98129,5400000,98129,12.11.2018,20.11.2018
2117,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",2,"54,9",22, 9 ,5350000,97468,5350000,97468,12.11.2018,20.11.2018
2118,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,"32,8",19, 42 ,3500000,106708,3400000,103659,10.10.2018,20.11.2018
2119,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",2,"60,2",22, 48 ,5190000,86270,5390000,89595,26.09.2018,12.11.2018
2120,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,"42,2",4, 108 ,4350000,103081,4020000,95261,25.07.2018,09.11.2018
2121,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",2,69,3, 79 ,6370000,92319,5970000,86522,20.08.2018,06.11.2018
2122,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,"41,5",8, 125 ,3700000,89157,3700000,89037,28.06.2018,30.10.2018
2123,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,35,19, 394 ,2950000,84286,3350000,95715,01.10.2017,29.10.2018
2124,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",2,"62,5",22, 226 ,5700000,91142,5190000,82987,15.03.2018,26.10.2018
2125,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",2,56,11, 69 ,5200000,92858,5500000,98215,15.08.2018,22.10.2018
2126,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,37,10, 54 ,3700000,100000,3800000,102703,26.08.2018,18.10.2018
2127,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,39,12, 260 ,3390000,86924,3750000,96154,01.02.2018,18.10.2018
2128,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,37,5, 52 ,3570000,96487,3570000,96487,23.08.2018,13.10.2018
2129,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",2,"57,8",7, 61 ,5270000,91240,5270000,91240,08.08.2018,07.10.2018
2130,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",2,"69,3",23, 91 ,6350000,91578,6620000,95472,09.07.2018,07.10.2018
2131,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",2,"54,9",20, 131 ,5160000,94007,5600000,102023,30.05.2018,07.10.2018
2132,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,43,7, 37 ,3750000,87210,3750000,87210,23.08.2018,28.09.2018
2133,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,"34,9",22, 46 ,3610000,103469,3610000,103469,08.08.2018,22.09.2018
2134,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",2,53,1, 181 ,4500000,84906,4570000,86227,21.03.2018,17.09.2018
2135,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",студия,"29,3",16, 94 ,2750000,93750,2750000,93750,29.05.2018,30.08.2018
2136,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",2,70,14, 66 ,5500000,78572,5500000,78572,14.06.2018,18.08.2018
2137,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",студия,31,21, 68 ,2650000,85484,2650000,85484,31.05.2018,06.08.2018
2138,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",студия,"27,5",8, 183 ,2800000,101819,2670000,97091,01.02.2018,02.08.2018
2139,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",2,"69,3",18, 61 ,6360000,91650,6360000,91650,30.05.2018,29.07.2018
2140,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,"45,4",2, 46 ,3550000,78194,3550000,78194,25.05.2018,09.07.2018
2141,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,34,11, 152 ,3400000,100000,3250000,95589,08.02.2018,09.07.2018
2142,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",2,65,22, 61 ,5340000,82154,5340000,82154,28.04.2018,27.06.2018
2143,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",студия,"28,9",15, 99 ,2600000,89966,2550000,88236,14.03.2018,20.06.2018
2144,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",студия,28,3, 147 ,2850000,101786,2700000,96429,20.01.2018,15.06.2018
2145,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",2,58,23, 132 ,5800000,100000,5300000,91380,12.01.2018,23.05.2018
2146,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,35,15, 85 ,3200000,91429,3200000,91429,20.02.2018,15.05.2018
2147,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",2,"69,4",20, 29 ,5830000,83934,5830000,83934,13.04.2018,11.05.2018
2148,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,35,10, 46 ,3400000,97143,3400000,97143,22.03.2018,06.05.2018
2149,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",1,41,2, 71 ,3600000,87805,3550000,86586,16.02.2018,27.04.2018
2150,"пр-кт. Советский (Усть-Славянка), д. 41, к. 1, стр. 1",2,50,25, 57 ,3770000,75400,3770000,75400,22.02.2018,19.04.2018
2151,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",студия,26,22, 17 ,3350000,128847,3350000,128847,15.07.2020,В продаже
2152,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"40,4",19, 35 ,4500000,111387,4530000,112005,27.06.2020,В продаже
2153,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,33,9, 37 ,4200000,127273,4200000,127273,25.06.2020,В продаже
2154,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",студия,24,21, 44 ,3310000,137917,3310000,137917,18.06.2020,В продаже
2155,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"37,6",3, 75 ,4300000,114362,4200000,111703,18.05.2020,В продаже
2156,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",3,82,13, 126 ,8090000,98659,8000000,97561,28.03.2020,В продаже
2157,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"38,8",9, 129 ,4550000,117269,4250000,109537,25.03.2020,В продаже
2158,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"34,3",10, 150 ,4300000,125365,4100000,119534,04.03.2020,В продаже
2159,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",2,"39,4",1, 227 ,4450000,113059,4200000,106708,18.12.2019,В продаже
2160,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"33,1",22, 229 ,3850000,116315,3800000,114804,16.12.2019,В продаже
2161,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"35,4",5, 320 ,4290000,121187,4600000,129944,16.09.2019,В продаже
2162,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",3,"80,8",13, 353 ,8000000,99010,8000000,99010,14.08.2019,В продаже
2163,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",3,"81,9",10, 414 ,8970000,109524,7930000,96826,14.06.2019,В продаже
2164,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",2,54,16, 135 ,5480000,101389,5480000,101389,12.03.2020,24.07.2020
2165,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",студия,"25,8",6, 161 ,2900000,112534,2900000,112534,01.02.2020,10.07.2020
2166,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"34,5",8, 747 ,3730000,107972,3940000,114203,22.06.2018,07.07.2020
2167,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"38,6",2, 10 ,4200000,108809,4200000,108809,15.06.2020,24.06.2020
2168,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"35,4",22, 62 ,3650000,103108,3650000,103108,02.04.2020,02.06.2020
2169,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",студия,"26,4",22, 79 ,2850000,107955,2850000,107955,12.03.2020,29.05.2020
2170,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"33,9",21, 271 ,3700000,109306,3500000,103250,27.08.2019,23.05.2020
2171,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"38,1",11, 65 ,4100000,107612,4100000,107612,13.03.2020,16.05.2020
2172,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",студия,25,7, 499 ,2800000,112000,2800000,112000,28.12.2018,09.05.2020
2173,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",3,79,11, 78 ,7000000,88608,6750000,85444,07.02.2020,24.04.2020
2174,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",2,54,16, 211 ,6270000,116112,6270000,116112,19.09.2019,16.04.2020
2175,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",2,"43,5",16, 170 ,5610000,129114,4370000,100461,23.10.2019,09.04.2020
2176,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"35,1",9, 80 ,3660000,104304,3830000,109148,11.01.2020,30.03.2020
2177,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"35,5",3, 165 ,4100000,115493,3900000,109860,13.10.2019,25.03.2020
2178,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,35,2, 192 ,3800000,108572,3500000,99972,10.09.2019,19.03.2020
2179,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"38,2",22, 294 ,3800000,99477,3800000,99477,22.05.2019,10.03.2020
2180,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",студия,"30,8",9, 109 ,3530000,114486,3530000,114486,19.11.2019,06.03.2020
2181,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"37,2",17, 325 ,3650000,98119,3700000,99463,15.04.2019,04.03.2020
2182,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,37,8, 6 ,5000000,135136,5000000,135136,06.02.2020,11.02.2020
2183,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"35,5",6, 332 ,4100000,115624,4000000,112804,17.03.2019,11.02.2020
2184,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"34,6",12, 403 ,3730000,107659,4100000,118469,05.01.2019,11.02.2020
2185,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"36,9",8, 600 ,3730000,100949,3880000,105150,22.06.2018,11.02.2020
2186,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,40,7, 31 ,4550000,113750,4450000,111250,09.01.2020,08.02.2020
2187,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,42,16, 123 ,4400000,104762,4100000,97620,30.09.2019,30.01.2020
2188,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",студия,26,15, 18 ,2690000,103462,2690000,103462,12.01.2020,29.01.2020
2189,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,36,5, 34 ,3890000,107917,3890000,107917,27.12.2019,29.01.2020
2190,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",2,59,15, 34 ,6000000,101695,6000000,101695,27.12.2019,29.01.2020
2191,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,42,15, 48 ,4400000,104762,4420000,105120,13.12.2019,29.01.2020
2192,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",студия,31,11, 161 ,3200000,103226,3520000,113388,22.08.2019,29.01.2020
2193,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",студия,"26,2",6, 86 ,2750000,104842,2750000,104842,31.10.2019,24.01.2020
2194,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,36,7, 777 ,3400000,94445,3650000,101389,09.12.2017,24.01.2020
2195,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",студия,"26,3",9, 77 ,3500000,133131,3000000,114112,02.11.2019,17.01.2020
2196,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"35,6",5, 578 ,3500000,98315,3460000,97192,16.06.2018,14.01.2020
2197,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",2,54,2, 41 ,5220000,96575,5220000,96575,02.12.2019,11.01.2020
2198,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",2,"55,6",13, 86 ,5350000,96189,5350000,96189,18.10.2019,11.01.2020
2199,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",студия,26,25, 86 ,2990000,115133,2990000,115133,18.10.2019,11.01.2020
2200,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,39,20, 9 ,3780000,96924,3780000,96924,01.01.2020,09.01.2020
2201,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",2,"70,1",11, 8 ,4920000,70186,4920000,70186,26.12.2019,02.01.2020
2202,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"33,8",1, 8 ,3150000,93196,3150000,93196,26.12.2019,02.01.2020
2203,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,36,17, 8 ,2500000,69306,2500000,69306,26.12.2019,02.01.2020
2204,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"39,4",21, 8 ,3500000,88833,3500000,88833,26.12.2019,02.01.2020
2205,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",студия,26,13, 8 ,1970000,75885,1970000,75885,26.12.2019,02.01.2020
2206,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",2,"49,1",19, 486 ,4900000,99797,4900000,99797,04.09.2018,02.01.2020
2207,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"46,3",11, 701 ,4600000,99353,3950000,85292,01.02.2018,02.01.2020
2208,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,32,19, 786 ,3100000,96875,3100000,96875,08.11.2017,02.01.2020
2209,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",студия,"29,7",23, 225 ,3120000,105086,3120000,105086,02.05.2019,12.12.2019
2210,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",2,"48,1",1, 344 ,4140000,85991,4140000,85991,03.01.2019,12.12.2019
2211,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",2,"53,8",1, 344 ,4260000,79256,4260000,79256,03.01.2019,12.12.2019
2212,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",2,"52,6",24, 344 ,4270000,81241,4270000,81241,03.01.2019,12.12.2019
2213,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",2,"57,6",1, 344 ,4340000,75295,4340000,75295,03.01.2019,12.12.2019
2214,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",студия,"24,7",2, 23 ,2820000,113784,2820000,113784,12.11.2019,04.12.2019
2215,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"34,9",10, 61 ,3800000,108883,3690000,105731,04.10.2019,03.12.2019
2216,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",2,56,11, 39 ,5260000,93929,5260000,93929,25.10.2019,02.12.2019
2217,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"34,3",6, 76 ,3900000,113703,3900000,113703,18.09.2019,02.12.2019
2218,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",студия,28,12, 35 ,2950000,105358,2900000,103572,27.10.2019,30.11.2019
2219,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",студия,26,23, 53 ,3050000,117308,3050000,117308,08.10.2019,29.11.2019
2220,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",студия,"22,2",23, 95 ,3100000,139703,3000000,135197,27.08.2019,29.11.2019
2221,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"35,3",9, 167 ,3400000,96345,3400000,96345,05.06.2019,18.11.2019
2222,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",студия,26,8, 59 ,3150000,121154,2850000,109616,09.09.2019,06.11.2019
2223,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"35,5",17, 33 ,3750000,105578,3600000,101409,04.10.2019,05.11.2019
2224,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"35,5",19, 33 ,3750000,105578,3750000,105578,04.10.2019,05.11.2019
2225,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",3,"81,3",5, 40 ,9200000,113162,9200000,113162,24.09.2019,02.11.2019
2226,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"36,7",23, 50 ,3750000,102208,3390000,92396,19.08.2019,07.10.2019
2227,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",студия,"29,2",9, 154 ,2400000,82333,2400000,82333,02.05.2019,02.10.2019
2228,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",студия,"26,7",19, 87 ,2450000,91864,2450000,91864,02.07.2019,26.09.2019
2229,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"34,5",18, 92 ,4000000,115943,3900000,113044,25.06.2019,24.09.2019
2230,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,32,21, 44 ,4000000,125000,3900000,121875,07.08.2019,19.09.2019
2231,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",2,"55,1",7, 160 ,5650000,102597,5650000,102597,05.03.2019,11.08.2019
2232,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",студия,"25,7",19, 62 ,2400000,93568,2450000,95517,05.06.2019,05.08.2019
2233,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"42,2",8, 101 ,4600000,109005,4500000,106636,23.04.2019,01.08.2019
2234,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"36,8",3, 429 ,3350000,90934,3850000,104506,29.05.2018,31.07.2019
2235,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",студия,"30,5",18, 102 ,2900000,95020,2800000,91744,14.04.2019,24.07.2019
2236,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"41,1",22, 100 ,4250000,103306,4250000,103306,03.04.2019,11.07.2019
2237,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",3,86,10, 50 ,8200000,95349,7800000,90698,29.04.2019,17.06.2019
2238,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"37,6",7, 24 ,4220000,112248,4220000,112248,21.05.2019,13.06.2019
2239,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"42,8",22, 24 ,4360000,101729,4360000,101729,21.05.2019,13.06.2019
2240,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"42,3",3, 23 ,4580000,108105,4580000,108105,21.05.2019,12.06.2019
2241,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"36,2",13, 23 ,4100000,113198,4100000,113198,21.05.2019,12.06.2019
2242,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"37,2",16, 46 ,3650000,98119,3650000,98119,15.04.2019,30.05.2019
2243,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",2,52,8, 27 ,4370000,84020,4370000,84020,30.04.2019,26.05.2019
2244,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"19,7",1, 111 ,1920000,97564,1530000,77615,05.02.2019,26.05.2019
2245,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,36,7, 110 ,2600000,72334,2600000,72334,05.02.2019,25.05.2019
2246,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"34,5",13, 12 ,3850000,111595,3850000,111595,13.05.2019,24.05.2019
2247,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",2,50,24, 109 ,4440000,88720,4230000,84520,05.02.2019,24.05.2019
2248,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,"28,5",22, 218 ,2130000,74737,2350000,82351,19.10.2018,24.05.2019
2249,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",1,32,23, 46 ,3170000,99063,3170000,99063,03.04.2019,18.05.2019
2250,"пр-кт. Советский (Усть-Славянка), д. 39, к. 1, стр. 1",2,"54,5",12, 382 ,4900000,89909,4920000,90276,18.04.2018,04.05.2019
2251,"п. Шушары, д. 6 Старорусский пр",2,47,2, 26 ,4800000,102128,4700000,100000,06.07.2020,В продаже
2252,"п. Шушары, д. 6 Старорусский пр",1,"45,2",11, 27 ,5100000,112832,5100000,112832,05.07.2020,В продаже
2253,"п. Шушары, д. 6 Старорусский пр",2,63,3, 87 ,5800000,92064,5700000,90477,06.05.2020,В продаже
2254,"п. Шушары, д. 6 Старорусский пр",1,33,17, 113 ,4100000,124243,4100000,124243,10.04.2020,В продаже
2255,"п. Шушары, д. 6 Старорусский пр",1,"38,8",5, 140 ,4500000,115980,4200000,108248,14.03.2020,В продаже
2256,"п. Шушары, д. 6 Старорусский пр",3,"88,5",15, 141 ,6960000,78645,6950000,78532,13.03.2020,В продаже
2257,"п. Шушары, д. 6 Старорусский пр",1,40,15, 151 ,4100000,102500,4050000,101250,03.03.2020,В продаже
