,Адрес,Количество комнат,Площадь,Этаж,Срок экспозиции,Начальная цена,Начальная цена за 1 метр,Цена при снятии,Цена при снятии за 1 метр,Опубликовано,Дата снятия
0,test,test,test ,test, test  ,test,test,test,test,test,test
2976,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
2977,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
2978,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
2979,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
2980,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
2981,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
2982,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
2983,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
2984,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
2985,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
2986,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
2987,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
2988,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
2989,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
2990,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
2991,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
2992,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
2993,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
2994,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
2995,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
2996,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
2997,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
2998,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
2999,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3000,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3001,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3002,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3003,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3004,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3005,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3006,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3007,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3008,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3009,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3010,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3011,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3012,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3013,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3014,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3015,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3016,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3017,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3018,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3019,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3020,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3021,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3022,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3023,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3024,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3025,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3026,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3027,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3028,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3029,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3030,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3031,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3032,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3033,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3034,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3035,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3036,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3037,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3038,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3039,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3040,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3041,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3042,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3043,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3044,"п. Шушары, тер. Ленсоветовский, д. 15",1,"32,5",6, 21 ,3400000,104616,2950000,90770,21.11.2019,11.12.2019
3045,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3046,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3047,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3048,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3049,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3050,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3051,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3052,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3053,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3054,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3055,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3056,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3057,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3058,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3059,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3060,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3061,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3062,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3063,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3064,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3065,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3066,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3067,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3068,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3069,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3070,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3071,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3072,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3073,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3074,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3075,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3076,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3077,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3078,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3079,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3080,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3081,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3082,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3083,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3084,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3085,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3086,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3087,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3088,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3089,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3090,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3091,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3092,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3093,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3094,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3095,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3096,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3097,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3098,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3099,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3100,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3101,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3102,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3103,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3104,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3105,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3106,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3107,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3108,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3109,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3110,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3111,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3112,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3113,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3114,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3115,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3116,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3117,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3118,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3119,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3120,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3121,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3122,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3123,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3124,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3125,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3126,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3127,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3128,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3129,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3130,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3131,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3132,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3133,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3134,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3135,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3136,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3137,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3138,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3139,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3140,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3141,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3142,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3143,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3144,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3145,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3146,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3147,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3148,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3149,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3150,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3151,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3152,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3153,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3154,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3155,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3156,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3157,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3158,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3159,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3160,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3161,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3162,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3163,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3164,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3165,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3166,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3167,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3168,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3169,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3170,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3171,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3172,"п. Шушары, тер. Ленсоветовский, д. 15",1,32,6, 32 ,3600000,112500,3600000,112500,31.10.2019,01.12.2019
3173,"п. Шушары, тер. Ленсоветовский, д. 15",1,35,2, 161 ,2950000,84286,2950000,84286,13.05.2019,20.10.2019
3174,"п. Шушары, тер. Ленсоветовский, д. 15",1,35,2, 161 ,2950000,84286,2950000,84286,13.05.2019,20.10.2019
3175,"п. Шушары, тер. Ленсоветовский, д. 15",1,35,2, 161 ,2950000,84286,2950000,84286,13.05.2019,20.10.2019
3176,"п. Шушары, тер. Ленсоветовский, д. 15",1,35,2, 161 ,2950000,84286,2950000,84286,13.05.2019,20.10.2019
3177,"п. Шушары, тер. Ленсоветовский, д. 15",1,35,2, 161 ,2950000,84286,2950000,84286,13.05.2019,20.10.2019
3178,"п. Шушары, тер. Ленсоветовский, д. 15",1,35,2, 161 ,2950000,84286,2950000,84286,13.05.2019,20.10.2019
3179,"п. Шушары, тер. Ленсоветовский, д. 15",1,35,2, 161 ,2950000,84286,2950000,84286,13.05.2019,20.10.2019
